Date,Location,Rainfall_mm,Temperature_C,Humidity_percent,Rainfall_3day_cum,Flood_Occurred
2005-01-01,"Kuttanad, Alappuzha, Kerala",29.963209507789,31.85595153449124,83.7678576602479,29.963209507789,0
2005-01-02,"Kuttanad, Alappuzha, Kerala",47.89267873576293,27.247956162689622,63.900466011060914,47.89267873576293,0
2005-01-03,"Kuttanad, Alappuzha, Kerala",4.646688973455957,30.80892009394567,81.65440364437337,82.50257721700788,0
2005-01-04,"Kuttanad, Alappuzha, Kerala",56.645806223683635,33.75927881729596,60.51461235739506,109.18517393290253,0
2005-01-05,"Kuttanad, Alappuzha, Kerala",66.59541126403374,27.454599737656807,65.3084777669569,127.88790646117334,0
2005-01-06,"Kuttanad, Alappuzha, Kerala",14.672360788274705,30.198051453057904,67.60605607398844,137.9135782759921,0
2005-01-07,"Kuttanad, Alappuzha, Kerala",34.55560149136926,30.894823157779037,67.28072850495104,115.8233735436777,0
2005-01-08,"Kuttanad, Alappuzha, Kerala",11.159508852163347,28.930894746349534,67.30361621338045,60.38747113180731,0
2005-01-09,"Kuttanad, Alappuzha, Kerala",36.48559873736288,27.597390257266877,79.62939903482534,82.20070908089548,0
2005-01-10,"Kuttanad, Alappuzha, Kerala",41.13875507308893,26.371603301759983,74.81036422155105,88.78386266261515,0
2005-01-11,"Kuttanad, Alappuzha, Kerala",48.603588152115066,26.520412743882236,64.26310309218229,126.22794196256687,0
2005-01-12,"Kuttanad, Alappuzha, Kerala",75.91084298026666,32.46717878493169,84.14080082686398,165.65318620547066,0
2005-01-13,"Kuttanad, Alappuzha, Kerala",24.369101533869653,31.473864212097254,62.4418028501596,148.88353266625137,0
2005-01-14,"Kuttanad, Alappuzha, Kerala",35.21219949916811,29.96141528089016,63.05095587111947,135.49214401330443,0
2005-01-15,"Kuttanad, Alappuzha, Kerala",2.7510816892174716,28.070239852800135,82.73301005196956,62.33238272225523,0
2005-01-16,"Kuttanad, Alappuzha, Kerala",53.00178274831856,30.160544169422487,67.79277690223527,90.96506393670414,0
2005-01-17,"Kuttanad, Alappuzha, Kerala",43.73682234746237,33.75667702211647,64.62136138813818,99.48968678499841,0
2005-01-18,"Kuttanad, Alappuzha, Kerala",62.010625868889164,33.15861880342119,83.48747353910473,158.7492309646701,0
2005-01-19,"Kuttanad, Alappuzha, Kerala",47.83199830488681,26.707940016415357,83.04685587557792,153.57944652123834,0
2005-01-20,"Kuttanad, Alappuzha, Kerala",15.678628993531616,28.602642646106116,61.130682222763454,125.52125316730758,0
2005-01-21,"Kuttanad, Alappuzha, Kerala",31.094183175158562,32.62990007321544,66.7837257943474,94.60481047357699,0
2005-01-22,"Kuttanad, Alappuzha, Kerala",28.540266135487144,30.34156866526599,67.02336274218452,75.31307830417732,0
2005-01-23,"Kuttanad, Alappuzha, Kerala",11.273937997981012,26.596405149438166,80.054924518851,70.90838730862671,0
2005-01-24,"Kuttanad, Alappuzha, Kerala",78.95095492804138,27.589725452273377,79.30611923241644,118.76515906150954,0
2005-01-25,"Kuttanad, Alappuzha, Kerala",0.44176936988819193,31.65485875078094,80.38653571137085,90.66666229591058,0
2005-01-26,"Kuttanad, Alappuzha, Kerala",58.32057344327899,26.592357213872724,79.28175866714864,137.71329774120858,0
2005-01-27,"Kuttanad, Alappuzha, Kerala",28.67725828354181,32.904827407004746,62.896726488128245,87.439601096709,0
2005-01-28,"Kuttanad, Alappuzha, Kerala",49.86385014620463,26.50846680228819,68.27245062131622,136.86168187302542,0
2005-01-29,"Kuttanad, Alappuzha, Kerala",24.878585737252976,31.83684942670451,68.12958305066867,103.41969416699942,0
2005-01-30,"Kuttanad, Alappuzha, Kerala",51.00459770841705,29.777719401295595,82.18031856440817,125.74703359187465,0
2005-01-31,"Kuttanad, Alappuzha, Kerala",9.567539675064136,32.08628038893518,77.83111968057487,85.45072312073417,0
2005-02-01,"Kuttanad, Alappuzha, Kerala",44.9021758055597,29.950364770915126,79.27417949886403,105.47431318904088,0
2005-02-02,"Kuttanad, Alappuzha, Kerala",41.818626350559526,26.20335301395276,70.68852545896374,96.28834183118336,0
2005-02-03,"Kuttanad, Alappuzha, Kerala",8.631314159464356,31.091283290110244,60.785729642168356,95.35211631558357,0
2005-02-04,"Kuttanad, Alappuzha, Kerala",25.148478486106136,33.260531791408745,72.71426727911756,75.59841899613002,0
2005-02-05,"Kuttanad, Alappuzha, Kerala",19.943378331909997,32.04440910834439,70.25957307589074,53.72317097748049,0
2005-02-06,"Kuttanad, Alappuzha, Kerala",18.303853239329797,28.318011623310145,61.924497745719826,63.39571005734594,0
2005-02-07,"Kuttanad, Alappuzha, Kerala",12.897702980320354,32.464963036515336,83.24244130856432,51.14493455156014,0
2005-02-08,"Kuttanad, Alappuzha, Kerala",50.67230052083388,32.429376615192915,81.78651475469294,81.87385674048403,0
2005-02-09,"Kuttanad, Alappuzha, Kerala",14.925604710882867,30.314737935325205,82.31397496224945,78.4956082120371,0
2005-02-10,"Kuttanad, Alappuzha, Kerala",64.595212413125,28.54402779977491,82.40228249808733,130.19311764484172,0
2005-02-11,"Kuttanad, Alappuzha, Kerala",8.80415396221414,29.41686230901005,65.69837906354854,88.324971086222,0
2005-02-12,"Kuttanad, Alappuzha, Kerala",65.44118127379944,26.055617044249527,81.51826458140859,138.84054764913859,0
2005-02-13,"Kuttanad, Alappuzha, Kerala",40.85978420620526,27.776862483765843,70.43527507871947,115.10511944221885,0
2005-02-14,"Kuttanad, Alappuzha, Kerala",9.589229386694624,33.54327763130016,68.4403792850907,115.89019486669933,0
2005-02-15,"Kuttanad, Alappuzha, Kerala",25.85623456166042,31.62415167116142,72.96976554358415,76.3052481545603,0
2005-02-16,"Kuttanad, Alappuzha, Kerala",29.09036819034352,33.699578359536886,84.29455206802402,64.53583213869857,0
2005-02-17,"Kuttanad, Alappuzha, Kerala",20.142583666029132,28.407026478534156,72.43121264730964,75.08918641803307,0
2005-02-18,"Kuttanad, Alappuzha, Kerala",22.78723955019741,30.876514671839175,60.92217368386332,72.02019140657006,0
2005-02-19,"Kuttanad, Alappuzha, Kerala",40.21432185830892,28.229171713892892,61.28696878124973,83.14414507453546,0
2005-02-20,"Kuttanad, Alappuzha, Kerala",72.6612708773323,27.159158976729785,65.9890472666743,135.66283228583862,0
2005-02-21,"Kuttanad, Alappuzha, Kerala",39.15622082220504,27.936442172092004,84.64126135276501,152.03181355784625,0
2005-02-22,"Kuttanad, Alappuzha, Kerala",53.77084379247029,27.9011003519392,79.04049038321794,165.58833549200762,0
2005-02-23,"Kuttanad, Alappuzha, Kerala",58.257307888948766,31.058446644748635,69.19457831798132,151.18437250362408,0
2005-02-24,"Kuttanad, Alappuzha, Kerala",50.68237686087158,26.722318160435265,73.39436710186897,162.7105285422906,0
2005-02-25,"Kuttanad, Alappuzha, Kerala",66.82419964713904,27.492148083198835,68.0195016242934,175.76388439695938,0
2005-02-26,"Kuttanad, Alappuzha, Kerala",3.2620113243811133,31.42051489473826,74.77232357970604,120.76858783239172,0
2005-02-27,"Kuttanad, Alappuzha, Kerala",1.3270263142284922,27.811966201583502,72.80232645748202,71.41323728574864,0
2005-02-28,"Kuttanad, Alappuzha, Kerala",51.61382323275599,31.52750190481973,64.35916072512478,56.20286087136558,0
2005-03-01,"Kuttanad, Alappuzha, Kerala",30.938827704042993,27.100167553167946,83.41824971841837,83.87967725102746,0
2005-03-02,"Kuttanad, Alappuzha, Kerala",27.28530808402068,33.397548946228504,62.83683803101473,109.83795902081965,0
2005-03-03,"Kuttanad, Alappuzha, Kerala",70.18714827047847,31.27987236827343,66.4485406928789,128.41128405854215,0
2005-03-04,"Kuttanad, Alappuzha, Kerala",65.37777601609727,30.23720462684805,73.88002028998656,162.85023237059642,0
2005-03-05,"Kuttanad, Alappuzha, Kerala",19.348183272036135,33.177726063626615,62.32756919514748,154.91310755861187,0
2005-03-06,"Kuttanad, Alappuzha, Kerala",72.03344457306643,28.712238328389606,75.8275364318317,156.75940386119981,0
2005-03-07,"Kuttanad, Alappuzha, Kerala",27.93676596901287,33.17688207962062,78.14889197175599,119.31839381411542,0
2005-03-08,"Kuttanad, Alappuzha, Kerala",70.96691394120938,31.1362531692343,79.4968886464406,170.93712448328867,0
2005-03-09,"Kuttanad, Alappuzha, Kerala",6.731197199603907,33.18843350821663,64.04071785236535,105.63487710982615,0
2005-03-10,"Kuttanad, Alappuzha, Kerala",48.514324772767196,26.811772342928258,60.22992629041574,126.21243591358046,0
2005-03-11,"Kuttanad, Alappuzha, Kerala",53.08014152864446,27.28646441133999,60.12653959615547,108.32566350101555,0
2005-03-12,"Kuttanad, Alappuzha, Kerala",43.89870314932689,31.215690076020806,77.29737994231733,145.49316945073852,0
2005-03-13,"Kuttanad, Alappuzha, Kerala",17.941544756844785,27.897992699974402,77.8044805336884,114.92038943481612,0
2005-03-14,"Kuttanad, Alappuzha, Kerala",26.031975852741418,31.19706319237772,78.66228512795061,87.87222375891308,0
2005-03-15,"Kuttanad, Alappuzha, Kerala",67.93787283953424,30.54646882668377,76.44032230750858,111.91139344912042,0
2005-03-16,"Kuttanad, Alappuzha, Kerala",7.493981426247398,28.121618941453804,69.19289507648584,101.46383011852303,0
2005-03-17,"Kuttanad, Alappuzha, Kerala",19.519171470326686,29.144781797334083,84.32526386881113,94.9510257361083,0
2005-03-18,"Kuttanad, Alappuzha, Kerala",71.36372441416907,32.358490428333184,75.77846564993158,98.37687731074314,0
2005-03-19,"Kuttanad, Alappuzha, Kerala",40.21096744841537,29.940141550550912,74.42259711565897,131.0938633329111,0
2005-03-20,"Kuttanad, Alappuzha, Kerala",15.61943902384356,28.246178899526846,78.06130288153763,127.19413088642798,0
2005-03-21,"Kuttanad, Alappuzha, Kerala",1.9452773145163071,27.41688543525639,76.13680739767919,57.77568378677522,0
2005-03-22,"Kuttanad, Alappuzha, Kerala",75.23668674823314,33.31891512176359,83.84821442506468,92.80140308659298,0
2005-03-23,"Kuttanad, Alappuzha, Kerala",29.61269602043555,33.426548500701806,60.386415413221684,106.794660083185,0
2005-03-24,"Kuttanad, Alappuzha, Kerala",34.254731865385146,33.70895981671402,84.16637047609174,139.10411463405381,0
2005-03-25,"Kuttanad, Alappuzha, Kerala",68.24075643738881,29.080781828815404,67.36122230173964,132.1081843232095,0
2005-03-26,"Kuttanad, Alappuzha, Kerala",68.09093372134855,27.35594197348874,67.92305012890694,170.5864220241225,0
2005-03-27,"Kuttanad, Alappuzha, Kerala",44.544100996668014,31.568238373399783,83.40386935401952,180.87579115540538,0
2005-03-28,"Kuttanad, Alappuzha, Kerala",45.604893607149194,30.92005781359336,62.42941234426921,158.23992832516575,0
2005-03-29,"Kuttanad, Alappuzha, Kerala",79.20430800834106,30.146637218909895,63.5021003809131,169.35330261215825,0
2005-03-30,"Kuttanad, Alappuzha, Kerala",70.18984575423643,31.576125927962146,78.5192154438551,194.99904736972667,0
2005-03-31,"Kuttanad, Alappuzha, Kerala",56.19872671896874,28.348734754115945,68.98727878049388,205.59288048154622,0
2005-04-01,"Kuttanad, Alappuzha, Kerala",64.74889243828109,32.93657854864083,80.25283486697953,191.13746491148623,0
2005-04-02,"Kuttanad, Alappuzha, Kerala",73.05924420451771,30.012130357497597,72.78355997152345,194.00686336176753,0
2005-04-03,"Kuttanad, Alappuzha, Kerala",63.86361431734201,31.615735018061628,76.24909826944413,201.6717509601408,0
2005-04-04,"Kuttanad, Alappuzha, Kerala",63.66341355488808,28.703961254812285,82.25013354543916,200.5862720767478,0
2005-04-05,"Kuttanad, Alappuzha, Kerala",30.04663621119552,30.626241127969394,62.349548496021725,157.5736640834256,0
2005-04-06,"Kuttanad, Alappuzha, Kerala",2.875381903739367,30.34115707766061,71.6399504533115,96.58543166982295,0
2005-04-07,"Kuttanad, Alappuzha, Kerala",22.923300170262753,26.244001999512395,74.77083151422526,55.84531828519762,0
2005-04-08,"Kuttanad, Alappuzha, Kerala",2.9878550999371534,28.881525131290104,80.56501401649146,28.78653717393926,0
2005-04-09,"Kuttanad, Alappuzha, Kerala",10.164841012150783,32.15994842478889,73.0560815013701,36.07599628235067,0
2005-04-10,"Kuttanad, Alappuzha, Kerala",17.265682199747452,26.682779719950144,75.57226189547501,30.418378311835372,0
2005-04-11,"Kuttanad, Alappuzha, Kerala",4.134537693488616,30.32508097288085,73.2838657892037,31.565060905386837,0
2005-04-12,"Kuttanad, Alappuzha, Kerala",50.99439211985653,33.80681663570028,78.15228334306654,72.39461201309258,0
2005-04-13,"Kuttanad, Alappuzha, Kerala",41.30402786409562,32.36148955814963,68.07391182353115,96.43295767744075,0
2005-04-14,"Kuttanad, Alappuzha, Kerala",21.666580100965938,26.627651050738127,70.97428551764091,113.96500008491807,0
2005-04-15,"Kuttanad, Alappuzha, Kerala",2.028059473236601,32.687840964097646,84.06621036694813,64.99866743829814,0
2005-04-16,"Kuttanad, Alappuzha, Kerala",55.67793648749584,27.386354560566765,70.22382361035675,79.37257606169837,0
2005-04-17,"Kuttanad, Alappuzha, Kerala",12.514963413686884,30.393813317648963,66.25607245411489,70.22095937441931,0
2005-04-18,"Kuttanad, Alappuzha, Kerala",57.167673816004985,28.239471175567544,76.50493441794328,125.3605737171877,0
2005-04-19,"Kuttanad, Alappuzha, Kerala",76.38922245305552,30.434832420091205,78.44742291739422,146.0718596827474,0
2005-04-20,"Kuttanad, Alappuzha, Kerala",48.93765969874818,27.981847916009258,70.49000156069475,182.49455596780865,0
2005-04-21,"Kuttanad, Alappuzha, Kerala",28.477814292100927,26.115147909038047,78.94615276160923,153.80469644390462,0
2005-04-22,"Kuttanad, Alappuzha, Kerala",9.285811240553299,26.32583041855176,61.15006605054382,86.7012852314024,0
2005-04-23,"Kuttanad, Alappuzha, Kerala",68.43684672088058,29.793390632698603,77.5914464845006,106.2004722535348,0
2005-04-24,"Kuttanad, Alappuzha, Kerala",7.826732852080118,29.787774166244525,72.29039687792081,85.54939081351398,0
2005-04-25,"Kuttanad, Alappuzha, Kerala",13.856149592801215,29.18803787517899,70.84629123094933,90.1197291657619,0
2005-04-26,"Kuttanad, Alappuzha, Kerala",49.26800784417732,26.362432078176354,75.8773412716911,70.95089028905863,0
2005-04-27,"Kuttanad, Alappuzha, Kerala",29.969009170117697,30.0250900686407,75.6464978928559,93.09316660709621,0
2005-04-28,"Kuttanad, Alappuzha, Kerala",68.51918729506578,27.303475416651438,76.46734079047363,147.75620430936078,0
2005-04-29,"Kuttanad, Alappuzha, Kerala",5.6454997920343875,26.212090484332975,76.06048195515788,104.13369625721784,0
2005-04-30,"Kuttanad, Alappuzha, Kerala",46.86204650187706,30.603793423007033,83.50575603562393,121.0267335889772,0
2005-05-01,"Kuttanad, Alappuzha, Kerala",31.053594096521753,29.666023123932135,76.08220546105883,83.56114039043317,0
2005-05-02,"Kuttanad, Alappuzha, Kerala",43.6493431452748,29.088821102406193,83.53662021941312,121.56498374367358,0
2005-05-03,"Kuttanad, Alappuzha, Kerala",76.89524510591313,27.56632907831437,82.63376604890159,151.59818234770967,0
2005-05-04,"Kuttanad, Alappuzha, Kerala",5.548904070013236,26.1457746052124,62.519450034435664,126.09349232120114,0
2005-05-05,"Kuttanad, Alappuzha, Kerala",7.555436860474272,26.56950918768183,77.07516933540893,89.99958603640061,0
2005-05-06,"Kuttanad, Alappuzha, Kerala",25.518050423500902,26.186175485886608,81.12188277423637,38.622391353988384,0
2005-05-07,"Kuttanad, Alappuzha, Kerala",65.15747860711487,26.94531862097325,67.046369369335,98.23096589109002,0
2005-05-08,"Kuttanad, Alappuzha, Kerala",55.73897322913205,33.019776108216426,75.7235711694971,146.4145022597478,0
2005-05-09,"Kuttanad, Alappuzha, Kerala",58.80568350431086,28.25627658057045,80.08702325962122,179.70213534055773,0
2005-05-10,"Kuttanad, Alappuzha, Kerala",14.195163502377826,32.45467791413811,78.76536879102146,128.7398202358207,0
2005-05-11,"Kuttanad, Alappuzha, Kerala",79.24041136005387,28.976144686342266,70.31544192278567,152.24125836674253,0
2005-05-12,"Kuttanad, Alappuzha, Kerala",62.113036859359745,33.446058604828515,68.52008850632545,155.54861172179142,0
2005-05-13,"Kuttanad, Alappuzha, Kerala",68.67302014744095,32.006968542331975,70.72485068437545,210.02646836685454,0
2005-05-14,"Kuttanad, Alappuzha, Kerala",60.363429926774586,33.220423253436536,62.578096720898316,191.14948693357525,0
2005-05-15,"Kuttanad, Alappuzha, Kerala",40.42018979582857,28.560396808244896,80.66143665269354,169.45663987004409,0
2005-05-16,"Kuttanad, Alappuzha, Kerala",71.64185827969604,26.08670121184239,69.73004196835407,172.42547800229917,0
2005-05-17,"Kuttanad, Alappuzha, Kerala",72.4305581135411,28.55450910072332,62.28216691965334,184.49260618906567,0
2005-05-18,"Kuttanad, Alappuzha, Kerala",76.0049573640644,30.58750310498629,83.7651786734389,220.0773737573015,0
2005-05-19,"Kuttanad, Alappuzha, Kerala",50.54697697358394,28.345686173584518,71.211138049458,198.9824924511894,0
2005-05-20,"Kuttanad, Alappuzha, Kerala",26.293163629593277,32.01899623550144,76.81296140192596,152.84509796724157,0
2005-05-21,"Kuttanad, Alappuzha, Kerala",63.32632349806788,26.72964882438952,79.74045356986385,140.16646410124508,0
2005-05-22,"Kuttanad, Alappuzha, Kerala",39.553624376206514,30.396231058589883,61.43896900041611,129.17311150386763,0
2005-05-23,"Kuttanad, Alappuzha, Kerala",35.32244010987016,28.80732010041663,82.19260456895749,138.20238798414454,0
2005-05-24,"Kuttanad, Alappuzha, Kerala",9.365361314208469,32.09208505373978,63.5747920513209,84.24142580028511,0
